Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,15,Jul-16,Qur'an,al-Isra 18-19,"Whoever wishes for the quick-passing [worldly life], We readily grant him what We will for whom We wish. Then, afterwards, We have appointed for him Hell, to burn therein disgraced and rejected. And whoever desires the Hereafter and strives for it, with the necessary effort due for it while he is a believer, then such are the ones whose effort shall be given appreciation (Al-Isra 18-19).",,The Response to the Call of the Prophet
Dabiq,15,Jul-16,Qur'an,al-Hajj 18,"Do you not see that to Allah prostrates whoever is in the heavens and whoever is on the earth and the sun, the moon, the stars, the mountains, the trees, the moving creatures and many of the people? But many of [the people] deserve the punishment. And he whom Allah humiliates – for him there is no bestower of honor. Indeed, Allah does what He wills (Al-Hajj 18).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-isra 42-44,"Say, If there had been with Him [other] gods, as they say, then they would have sought to get closer to the Owner of the Throne.’ He is glorified and greatly exalted above what they say. The seven heavens and the earth and whatever is in them exalt Him. And there is not a thing except that it celebrates His praise, but you do not understand their [way of] exalting. Indeed, He is ever Forbearing and Forgiving (Al-Isra 42-44).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Anbiya 22,"Then He directed Himself to the heaven while it was smoke and said to it and to the earth, Come both of you, willingly or by compulsion.’ They said, We have come willingly’ (Fussilat 11). He c also said, Had there been within the heavens and earth gods besides Allah, they both would have been ruined. So exalted is Allah, Lord of the Throne, above what they describe (Al-Anbiya 22).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,ar-Rum 30,"So direct your face toward the religion, inclining to truth. [Adhere to] the fitrah of Allah upon which He has created [all] people. No change should there be in the creation of Allah. That is the correct religion, but most of the people do not know (Ar-Rum 30).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-A'raf 172-173,"And [mention] when your Lord took from the children of Adam – from their loins – their descendants and made them testify of themselves, [saying to them], Am I not your Lord?’ They said, Yes, we have testified’ – lest you should say on the day of Resurrection, Indeed, we were of this unaware.’ Or [lest] you say, It was only that our fathers associated [others in worship] with Allah before, and we were but descendants after them. Then would You destroy us for what the falsifiers have done?’ (Al-A’raf 172- 173).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,an-Nisa 117-119,"Every child is born upon the fitrah. His parents then make him a Jew or a Christian, just as you breed camels. Do you see any camels with their body parts mutilated until you yourselves mutilate them? Abu Hurayrah h said, Read if you wish, …the fitrah of Allah upon which He has created [all] people; no change should there be in the creation of Allah…’ (Muslim). In this regards, Allah c said, [The polytheists] supplicate none but a rebellious Satan, whom Allah has cursed for he had said, I will surely take a prescribed portion from among Your servants. And I will mislead them, and I will arouse in them [sinful] desires, and I will command them so they will slit the ears of cattle, and I will command them so they will change the creation of Allah.’ And whoever takes Satan as an ally instead of Allah has certainly incurred a clear loss (An-Nisa 117-119).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"Thus, because the fitrah stands in the face of Satan as he attempts to deviate mankind from monotheism and purity to paganism and obscenity, he strives to obliterate this fitrah, as described by Allah c in the divine narration, All wealth I bestow upon a slave is lawful.2 And I created my slaves all as monotheists. Indeed, the devils came to them, drew them away from their religion, prohibited for them what I made lawful for them, and ordered them to associate with Me in worship what I have not authorized",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,ar-Rum 21,And of His signs is that He created for you from yourselves spouses that you may find tranquility in them; and He placed between you affection and mercy. Indeed in that are signs for a people who give thought (Ar-Rum 21).,,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,"al-Muminun 1, 6-7","The believers have indeed succeeded… …those who guard their privates except from their wives or those [female slaves] their right hands possess, for indeed, they will not be blamed; But whoever seeks [intercourse] beyond that, then those are the transgressors (Al-Muminun 1, 6-7).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-A'raf 80-84,"And Lot said to his people, Do you commit such immorality as no one has preceded you with from among the people? Indeed, you approach men with desire, instead of women. Rather, you are a transgressing people.’ But the answer of his people was only that they said, Evict them from your city! Indeed, they are men who keep themselves pure.’ So We saved him and his family, except for his wife; she was of those who remained [with the evildoers]. And We rained upon them a rain [of stones]. Then see how was the end of the criminals (Al-A’raf 80-84).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Ahqaf 15,"And We have enjoined upon man, to his parents, good treatment. His mother carried him with hardship and gave birth to him with hardship, and his gestation and weaning [period] is thirty months (Al-Ahqaf 15).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,Luqman 14,"And We have enjoined upon man [care] for his parents. His mother carried him, [increasing her] in weakness upon weakness, and his weaning is in two years. Be grateful to Me and to your parents; to Me is the [final] destination (Luqman 14).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","And due to the mercy for which mothers are famous, the Prophet g once saw a bondswoman nursing a baby boy and said to his companions, Can you imagine her throwing her son into a fire? They responded, No, she would never do so as long as she is capable of not throwing him in. He then said, Allah is more merciful to His slaves than this woman is to her son",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Baqarah 233,Mothers shall suckle their children for two whole years; (that is) for those who wish to complete the suckling. The duty of feeding and clothing nursing mothers in a seemly manner is upon the father of the child (Al-Baqarah 233).,,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,an-Nisa 34,"Men are in charge of women by [right of] what Allah has given one over the other and what they spend [on their wives] from their wealth. So righteous women are devoutly obedient, guarding in [the husband’s] absence what Allah would have them guard (An-Nisa 34)",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Baqarah 228,"And what is due to wives is similar to what is expected of them, in accordance to what is reasonable. But men have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise (Al-Baqarah 228)",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,an-Nur 31,"And tell the believing women to lower their gaze and guard their private parts and not expose their adornment except that which [necessarily] appears thereof and to wrap their veils over their chests and not expose their adornment… …And let them not stamp their feet to make known what they conceal of their adornment. And turn to Allah in repentance, all of you, O believers, that you might succeed (An-Nur 31).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,Sahih Bukhari,The Prophet g cursed those men who emulate women and those women who emulate men,,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,Sahih Bukhari,"For this reason, when the daughter of a Persian king became ruler of Persia, the Prophet g said, A people who give their authority to a woman will never prosper",,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,Sahih Bukhari,"For this reason, when some of the Prophet’s wives ? asked permission to perform jihad, he g responded to them, Your jihad is the pilgrimage to Mecca",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,at-Tawbah 128-129,"There has certainly come to you a Messenger from among yourselves. What you suffer grieves him; [he is] concerned over you and is kind and merciful to the believers. But if they turn away, say, Sufficient for me is Allah; there is no god except Him. On Him I have relied, and He is the Lord of the Great Throne’ (At-Tawbah 128-129).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Isra 15,And never would We punish until We sent a messenger (Al-Isra 15),,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Ahzab 40,"Muhammad is not the father of [any] one of your men, but [he is] the Messenger of Allah and last of the prophets. And ever is Allah, of all things, Knowing (Al-Ahzab 40).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,az-Zumar 44,"Say, To Allah belongs [the right to allow] intercession entirely. To Him belongs the dominion of the heavens and the earth. Then to Him you will be returned’ (Az-Zumar 44).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,al-Baqarah 186,"And when My servants ask you, concerning Me, then indeed I am near. I respond to the invocation of the supplicant when he calls upon Me. So let them respond to Me and believe in Me that they may be guided (Al-Baqarah 186).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Qur'an,Maryam 87-95,"None will have [power of] intercession except he who had taken from the Most Merciful a covenant. And they say, The Most Merciful has taken [for Himself] a son.’ You have done an atrocious thing. The heavens almost rupture therefrom and the earth splits open and the mountains collapse in devastation that they attribute to the Most Merciful a son. And it is not appropriate for the Most Merciful that He should take a son. There is no one in the heavens and earth but that he comes to the Most Merciful as a servant. He has enumerated them and counted them completely. And all of them will come to Him on the Day of Resurrection alone (Maryam 87-95).",,The Fitrah of Mankind
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"The Messenger of Allah g explained that the religion is being sincere to Allah, His Book, His Messenger, and to the Muslim leaders and Muslims in general",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-An'am 153,"And that this is My Straight Path, so follow it and do not follow the other paths,’ lest they take you away from His Path (AlAn’am 153)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,Muhammad 25,"Verily those who committed riddah, going back after the guidance had become clear to them, it is Satan who tempted them (Muhammad 25).",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Baqarah 217,"And whoever of you commits riddah from his religion, then dies as a disbeliever, then his deeds are void in this life and the next, and such are the companions of the Fire, forever therein (Al-Baqarah 217).",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Anbiya 92,"Verily a single nation is your nation, and I am your Lord, so worship Me (Al-Anbiya 92)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,ar-Rum 32,"And do not be of the pagans, those who divided their religion and became sects, each party delighted with itself (Ar-Rum 32)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Imran 103,And hold tightly to the rope of Allah and do not separate (Al Imran 103),,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Hajj 78,He has called you Muslims’ (AlHajj 78).,,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","Referring to when there shall appear callers to the gates of Hell, who are of our skin and our language and whose followers will be thrown into the Fire, our Prophet g commanded that we adhere to the group of the Muslims and their leader (Al-Bukhari and Muslim)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,an-Nisa 59,"O you who believe, obey Allah and obey the Messenger and those of authority amongst you (An-Nisa 59).",,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"Indeed, the Prophet g said, Whoever dies unbound by a bay’ah (pledge of allegiance) has died a jahili death",,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","And he said, Whoever dislikes something in his leader, let him be patient. For whoever leaves the obedience of lawful authority, even a hand span (and dies), has died the death of Jahiliyyah",,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","Allah’s Messenger g said, The Muslim must listen and obey in what he loves and what he hates, as long as he is not commanded with a sin. If he is commanded with a sin, there is neither listening nor obeying (in that sin)",,Words of Sincere Advice
Dabiq,15,Jul-16,Jihadist,Amirul-Muminin,"This was reiterated as a direct order from Amirul-Muminin, who said, O Muslims everywhere, whoever is capable of performing hijrah to the Islamic State, then let him do so, because hijrah to the land of Islam is obligatory",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,at-Tawbah 5,Then kill the polytheists wherever you find them (At-Tawbah 5),,Words of Sincere Advice
Dabiq,15,Jul-16,Jihadist,Abu Muhammad al-Adnani,"In this regards, the Caliph’s spokesman Abu Muhammad al-Adnani ? said, If the tawaghit have shut the door of hijrah in your faces, then open the door of jihad in theirs … If one of you wishes and strives to reach the lands of the Islamic State, then each of us wishes to be in your place to make examples of the Crusaders, day and night, scaring them and terrorizing them, until every neighbor fears his neighbor (That They Live by Proof)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,an-Nisa 101,"And make no mistake, for verily the disbelievers are a clear enemy to you (An-Nisa 101).",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Baqarah 194,"So whoever transgresses against you, then transgress against him in a way similar to how he transgressed against you (Al-Baqarah 194).",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Imran 31-32,"Say, If you love Allah, then follow me! Allah will then love you and forgive for you your sins’ (Al Imran 31).",,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","Indeed, he g said, By Him in whose hand is my soul, I would have loved to fight for Allah’s cause and be killed, then be revived and killed again, and then be revived and killed again",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Ma'ida 54,"O you who believe! Whoever of you turns back on his religion, then Allah will bring a people whom He loves and who love Him, humble to the believers, mighty against the disbelievers, waging jihad for the cause of Allah, and not fearing the blame of any blamer (Al-Maidah 54)",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Hujurat 10,Verily believers are but brothers (Al-Hujurat 10),,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,Sahih Bukhari,"And Allah’s Messenger g said, Support your brother, whether he oppresses [by stopping him] or is oppressed",,Words of Sincere Advice
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"And he g said, The Muslim is the brother of the Muslim. He does not oppress him or let him down",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Imran 175,"That is Satan who causes his allies to fear, so do not fear them, but fear Me, if you are believers (Al Imran 175).",,Words of Sincere Advice
Dabiq,15,Jul-16,Qur'an,al-Mumtahanah 4,"There has already been for you an excellent example in Abraham and those with him, when they said to their people, Indeed, we are disassociated from you and from whatever you worship other than Allah. We have rejected you, and there has arisen, between us and you, enmity and hatred forever until you believe in Allah alone’ (Al-Mumtahanah 4).",,Why We Hate You & Why We Fight You
Dabiq,15,Jul-16,Qur'an,al-Baqarah 193,"And fight them until there is no fitnah [paganism] and [until] the religion, all of it, is for Allah (Al-Baqarah 193).",,Why We Hate You & Why We Fight You
Dabiq,15,Jul-16,Qur'an,Yusuf 40,Legislation is not but for Allah (Yusuf 40).,,Why We Hate You & Why We Fight You
Dabiq,15,Jul-16,Qur'an,at-Tur 35,"Or were they created by nothing, or were they the creators [of themselves]? (AtTur 35)",,Why We Hate You & Why We Fight You
Dabiq,15,Jul-16,Qur'an,at-Taghabun 7,"Those who disbelieve have claimed that they will never be resurrected. Say, Yes, by my Lord, you will surely be resurrected; then you will surely be informed of what you did. And that, for Allah, is easy’ (At-Taghabun 7).",,Why We Hate You & Why We Fight You
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"Allah's Messenger dispatched Mu'adh Ibn Jabal [to Yemen], saying, ""You are going to a people from among the People of the Book, so call them to bear witness that there is no god but Allah and that I am the Messenger of Allah. If tey obey you in that, then inform them that Allah has obligated upon them five prayers every day and night. If they obey you in that, then inform them that Allah has obligated upon them charity that is taken from their wealthy and distrbuted among their poor. If they obey you in that, then beware of taking he best of their wealth. And fear the supplication of the oppressed for there is no barrier between it and Allah""",,The Call To Islam and the Consequences in the Worldy Life
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"When Allah's Messenger would appoint a leader over an army or a detatchment he would advise him with respect to himself to fear Allah, and would advise those with him of the Muslims with goodness. Then he would say, ""Go forth and attack in the name of Allah, for the cause of Allah. Fight he who disbelieves in Allah. Attack and do not steal from the war booty, nor commit treachery, nor mutilate a corpse, nor kill an infant. When you meet your enemy from the pagans, call them to three matters and accept whichever of them they agree to and withold from fighting them: Call them to Islam. If they agree to and withhold from fighting them. Then call them to emigrate from their land to the land of the Immigrants, and inform them that if they do that then they will enjoy the same rights as the Immigrants and will have the same obligations as the Immigrants. If they refuse to emigrate, then inform them that they will be like the Bedouins of the Muslims; they will be subject to the rule of Allah, which the believers are subject to, and they will have no share in the war booty and spoils unless they wage jihad with the Muslims. If they refuse, then seek from them the payment of jizayah. If they agree, accept it from them and withhold from fighting them. If they refuse, seek Allah's aid and fight them""",,The Call To Islam and the Consequences in the Worldy Life
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","The Prophet said, ""whoever says 'I bear witness that there is no god but Allah, alone and without partner, and that Muhammad is His slave and messenger, and that Jesus is the slave of Allah, the son of His slave-woman, a word which He cast into Mary, and a spirit of His, and that Paradise is true, and that Hellfire is true,' Allah will enter him through any of the eight gates of Paradise he desires""",,The Call to Islam and the Consequences in the Hereafter
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"The Prophet said, ""By He in whose hand is Muhammad's soul, no one from this nation hears of me - neither Jew nor Christian- and then dies without having believed in that which I have been sent with except that he will be from among the people of Hellfire.""",,The Call to Islam and the Consequences in the Hereafter
Dabiq,15,Jul-16,Hadith,"Abu Dawud, at-Tirmidhi","The Prophet g said, I have nothing to do with any Muslim who resides amongst the pagans. His companions asked, O Allah’s Messenger, why is that? He replied, They should not be able to see each other’s camp fires (or lights)",,How I Came To Islam
Dabiq,15,Jul-16,Qur'an,al-Imran 64,"O People of the Scripture, let us reach an agreement, that we will only worship Allah, making no partners for Him, and that none of us will adopt lords besides Him. If you turn away, then you must bear witness that we have submitted to our Lord (Al Imran 64).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Isra 89,And most of mankind refuse [to follow anything] but disbelief (Al-Isra 89).,,Break the Cross
Dabiq,15,Jul-16,Bible,Jeremiah 8:8,"How can you say, We are wise, and the law (Torah) of the Lord is with us’? But behold, the lying pen of the scribes has made it into a lie (Jeremiah 8:8)",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 5:17,Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them (Matthew 5:17),,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Ahzab 40,"Muhammad is not the father of any of your men, but [he is] the Messenger of Allah and the Seal of the Prophets (Al-Ahzab 40)",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Hijr 9,Verily We revealed the Reminder and verily We shall preserve it (Al-Hijr 9).,,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","You shall follow the way of those before you, span by span, cubit by cubit. Even if they entered a lizard’s hole, you would enter it also. His companions asked, Do you mean the Christians and the Jews? He said, Who else?",,Break the Cross
Dabiq,15,Jul-16,Bible,Jeremiah 8:8,"behold, the lying pen of the scribes has made it into a lie (Jeremiah 8:8).",,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","By the One in whose Hand is my soul, very soon shall the Son of Mary descend in your midst, being an equitable judge. He shall break the cross, kill the swine, and put aside the jizyah. Wealth shall flow until no one accepts it, and until a single prostration will be more beloved than the world and all that it contains",,Break the Cross
Dabiq,15,Jul-16,Hadith,Sahih Bukhari,"The Prophet Muhammad g has said, Do not affirm [the narrations of] the People of the Scripture and do not belie them",,Break the Cross
Dabiq,15,Jul-16,Bible,Jeremiah 8:8,"Jeremiah 8:8 reads, How can you say, We are wise, and the law (Torah) of the Lord is with us’? But behold, the lying pen of the scribes has made it into a lie.’",,Break the Cross
Rumiyah,3,Nov-16,Unknown,As-Siyar,"Likewise, the Sultan had encounters with the deviant Ash’ariyyah, including what adh-Dhahabi mentioned, that Ibn Furak [an Ash’ari teacher] entered upon Sultan Mahmud and said, It is not permissible that Allah be described as being above, as that would necessitate that He also be described as being below, for anyone who is above could also be below.’ The Sultan responded, I am not the one who described Him as such for this to be binding on me. Rather, He is the one who described Himself [as being above].’ Ibn Furak was thus dumbstruck (As-Siyar).",,Jihad Through Du'a
Dabiq,15,Jul-16,Qur'an,an-Nisa 46,"Of the Jews are those who alter the words, changing their meanings (An-Nisa 46)",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Imran 78,"And indeed of them is a group who twist their tongues with the Scripture, that you would consider it from the Scripture, but it is not from the Scripture. And they say it is from Allah, but it is not from Allah. And they knowingly speak lies against Allah (Al Imran 78).",,Break the Cross
Dabiq,15,Jul-16,Bible,Genesis 2:16-17,"In Genesis, the first book of the Old Testament, one finds, And the Lord God commanded the man, saying, You may surely eat of every tree of the garden, but of the tree of knowledge of good and evil you shall not eat, for in the day that you eat of it you shall surely die’ (2:16-17).",,Break the Cross
Dabiq,15,Jul-16,Bible,Genesis 3:1-5,"Now the serpent was more crafty than any other beast of the field that the Lord God had made. He said to the woman, Did God actually say, You shall not eat of any tree in the garden’?’ And the woman said to the serpent, We may eat of the fruit of the trees in the garden, but God said, You shall not eat of the fruit of the tree that is in the midst of the garden, neither shall you touch it, lest you die.’’ But the serpent said to the woman, You will not surely die. For God knows that when you eat of it your eyes will be opened, and you will be like God, knowing good and evil’ (Genesis 3:1-5).",,Break the Cross
Dabiq,15,Jul-16,Bible,Genesis 3:22,"Then the Lord God said, Behold, the man has become like one of us in knowing good and evil. Now, lest he reach out his hand and take also of the tree of life and eat, and live forever’ (Genesis 3:22).",,Break the Cross
Dabiq,15,Jul-16,Bible,Samuel 15:29,"And also the Glory of Israel [God’] will not lie or have regret, for he is not a man, that he should have regret (1 Samuel 15:29).",,Break the Cross
Dabiq,15,Jul-16,Bible,Samuel 15:10-11,"The word of the Lord came to Samuel, I regret that I have made Saul king’ (1 Samuel 15:10-11).",,Break the Cross
Dabiq,15,Jul-16,Bible,Genesis 6:6,"And the Lord was sorry that he had made man on the earth, and it grieved him to his heart (Genesis 6:6)",,Break the Cross
Dabiq,15,Jul-16,Bible,Exodus 32:14,And the Lord relented from the disaster that he had spoken of bringing on his people (Exodus 32:14),,Break the Cross
Dabiq,15,Jul-16,Bible,Corinthians 14:33,"For God is not the author of confusion (1 Corinthians 14:33, KJV).",,Break the Cross
Dabiq,15,Jul-16,Bible,Malachi 3:6,For I the Lord do not change (Malachi 3:6).,,Break the Cross
Dabiq,15,Jul-16,Bible,John 5:7,"For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one (1 John 5:7, KJV).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,Qaf 43,"And We did not send any messenger before you but We would inspire unto him that, there is no god except Me, so worship Me’ (Qaf 43).",,Break the Cross
Dabiq,15,Jul-16,Bible,Psalms 2:7,"The Lord said to me, You are my Son; today I have begotten you’ (Psalms 2:7).",,Break the Cross
Dabiq,15,Jul-16,Bible,Exodus 4:22,"In Exodus, Moses is supposedly told by the Lord, Then you shall say to Pharaoh, Thus says the Lord, Israel is my firstborn son’ (Exodus 4:22).",,Break the Cross
Dabiq,15,Jul-16,Bible,John 5:1,Everyone who believes that Jesus is the Christ has been born of God (I John 5:1).,,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Imran 59,"Verily the example of Jesus according to Allah is like that of Adam. He formed him of earth and then said, Be,’ so he became (Al Imran 59)",,Break the Cross
Dabiq,15,Jul-16,Qur'an,an-Nisa 171,"O People of the Scripture, do not transgress in your religion and do not speak about Allah except the truth. The Messiah, Jesus Son of Mary, is but the Messenger of Allah and His Word He cast into Mary, and a spirit of His. So believe in Allah and His Messengers, and do not say He is three. Cease! Such is better for you. Allah is only one god, glorified is He above having a son. To Him belongs what is in the heavens and what is in the earth. And sufficient is Allah in whom to puts one’s trust (An-Nisa 171).",,Break the Cross
Dabiq,15,Jul-16,Bible,John 19:17,"And he went out, bearing his own cross, to the place called the place of a skull, which in Aramaic is called Golgotha (John 19:17)",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 27:32,"In Matthew, As they went out, they found a man of Cyrene, Simon by name. They compelled this man to carry his cross (27:32).",,Break the Cross
Dabiq,15,Jul-16,Bible,Mark 15:21,"In Mark, And they compelled a passerby, Simon of Cyrene, who was coming in from the country, the father of Alexander and Rufus, to carry his cross (15:21).",,Break the Cross
Dabiq,15,Jul-16,Bible,Luke 23:26,"And in Luke, And as they led him away, they seized one Simon of Cyrene, who was coming in from the country, and laid on him the cross, to carry it behind Jesus (23:26).",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 27:33-37,"Matthew continues, And when they came to a place called Golgotha (which means Place of a Skull), they offered him wine to drink, mixed with gall, but when he tasted it, he would not drink it. And when they had crucified him, they divided his garments among them by casting lots. Then they sat down and kept watch over him there. And over his head they put the charge against him, which read, This is Jesus, the King of the Jews’ (Matthew 27:33-37).",,Break the Cross
Dabiq,15,Jul-16,Bible,Against Heresies I24:4,"Wherefore he did not himself suffer death, but Simon, a certain man of Cyrene, being compelled, bore the cross in his stead; so that this latter being transfigured by him, that he might be thought to be Jesus, was crucified, through ignorance and error (Against Heresies I 24:4).",,Break the Cross
Rumiyah,1,Aug-16,Unknown,At-Tabaqat al-Kubra,"On the Day of Yamamah, for example, the memorizers of Allah’s Book began to be killed, as when the banner fell, Salim Mawla Abi Hudhayfah ? took hold of it. The Muslims said to him, O Salim! We fear that we will be overtaken from your direction. So he said, What a wicked bearer of the Quran I would be if you were overtaken from my direction! So he went forth and fought until he was killed (At-Tabaqat al-Kubra).",,The Wicked Scholars are Cursed
Dabiq,15,Jul-16,Bible,Acts 22:25-29,"It is written in Acts, regarding the interrogation of Paul by the Roman tribune and centurion, But when they had stretched him out for the whips, Paul said to the centurion who was standing by, Is it lawful for you to flog a man who is a Roman citizen and uncondemned?’ When the centurion heard this, he went to the tribune and said to him, What are you about to do? For this man is a Roman citizen.’ So the tribune came and said to him, Tell me, are you a Roman citizen?’ And he said, Yes.’ The tribune answered, I bought this citizenship for a large sum.’ Paul said, But I am a citizen by birth.’ So those who were about to examine him withdrew from him immediately, and the tribune also was afraid, for he realized that Paul was a Roman citizen and that he had bound him (22:25-29).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,an-Nisa 157,"On this point, Allah said of the Jews, And their saying that, We killed Christ, Jesus Son of Mary, the Messenger of Allah,’ but they did not kill him, and they did not crucify him, but it was made to appear to them as such. And those who disagreed regarding that are in doubt of it. They have no knowledge thereof, but they only follow conjecture. And they did not kill him with certainty (An-Nisa 157).",,Break the Cross
Dabiq,15,Jul-16,Bible,Galatians 1:11-12,"For I would have you know, brothers, that the gospel that was preached by me is not man’s gospel. For I did not receive it from any man, nor was I taught it, but I received it through a revelation of Jesus Christ (Galatians 1:11-12).",,Break the Cross
Dabiq,15,Jul-16,Bible,Acts 26:9-11,"He explained his hatred for Jesus, saying, I myself was convinced that I ought to do many things in opposing the name of Jesus of Nazareth. And I did so in Jerusalem. I not only locked up many of the saints in prison after receiving authority from the chief priests, but when they were put to death I cast my vote against them. And I punished them often in all the synagogues and tried to make them blaspheme, and in raging fury against them I persecuted them even to foreign cities (Acts 26:9-11).",,Break the Cross
Dabiq,15,Jul-16,Bible,Galatians 3:13,"Such should be expected of Paul, who spoke harshly against the Law of Moses, saying things like, Christ redeemed us from the curse of the law (Galatians 3:13).",,Break the Cross
Dabiq,15,Jul-16,Bible,Galatians 5:18,"But if you are led by the Spirit, you are not under the law (Galatians 5:18).",,Break the Cross
Dabiq,15,Jul-16,Bible,Romans 10:4-9,"Paul also wrote, For Christ is the end of the law for righteousness to everyone who believes. For Moses writes about the righteousness that is based on the law, that the person who does the commandments shall live by them. […] because, if you confess with your mouth that Jesus is Lord and believe in your heart that God raised him from the dead, you will be saved (Romans 10:4-9).",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 5:17-20,"Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them. For truly, I say to you, until heaven and earth pass away, not an iota, not a dot, will pass from the Law until all is accomplished. Therefore whoever relaxes one of the least of these commandments and teaches others to do the same will be called least in the kingdom of heaven, but whoever does them and teaches them will be called great in the kingdom of heaven. For I tell you, unless your righteousness exceeds that of the scribes and Pharisees, you will never enter the kingdom of heaven (Matthew 5:17-20)",,Break the Cross
Dabiq,15,Jul-16,Hadith,Sahih Muslim,"Instead, it is as the Prophet Muhammad ? said, Verily Allah does not look at your images and your wealth, but he looks at your hearts and your deeds",,Break the Cross
Dabiq,15,Jul-16,Bible,Corinthians 9:19-22,"As for being a liar, Paul testified against himself, saying, For though I am free from all, I have made myself a servant to all, that I might win more of them. To the Jews I became as a Jew, in order to win Jews. To those under the law I became as one under the law, though not being myself under the law, that I might win those under the law. To those outside the law I became as one outside the law (not being outside the law of God but under the law of Christ) that I might win those outside the law. To the weak I became weak, that I might win the weak. I have become all things to all people, that by all means I might save some (1 Corinthians 9:19-22).",,Break the Cross
